record_id,title,author,date,subject,lcsh,resource_type,data_sources,language,origin,link,summary,download,format,objectid,filename
NLIN1932 P2580,La Palestine Newspaper,,8/14/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/08/14/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,361e7d32-2468-4a50-9a79-5638d5ff5b39,https://www.nli.org.il/ar/newspapers/falastin/1932/08/14/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2581,La Palestine Newspaper,,8/16/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/08/16/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,831c5e14-1445-4cf6-86c5-e0c71abb0d6f,https://www.nli.org.il/ar/newspapers/falastin/1932/08/16/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2582,La Palestine Newspaper,,8/17/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/08/17/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,650fa35c-58a7-4280-ad42-951ba67b66ec,https://www.nli.org.il/ar/newspapers/falastin/1932/08/17/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2583,La Palestine Newspaper,,8/18/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/08/18/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,ad12cdaa-b5be-481f-ae89-cecb3c1003ff,https://www.nli.org.il/ar/newspapers/falastin/1932/08/18/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2584,La Palestine Newspaper,,8/19/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/08/19/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,7b313a2c-6b50-4b60-b0f1-698fcec4362c,https://www.nli.org.il/ar/newspapers/falastin/1932/08/19/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2585,La Palestine Newspaper,,8/20/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/08/20/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,30354e80-3536-4dd7-86c7-8dfa4cc687db,https://www.nli.org.il/ar/newspapers/falastin/1932/08/20/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2586,La Palestine Newspaper,,8/21/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/08/21/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,98fb5b72-32cd-4ac7-8b02-3517fab2914a,https://www.nli.org.il/ar/newspapers/falastin/1932/08/21/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2587,La Palestine Newspaper,,8/23/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/08/23/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,9e0f89a8-0053-4038-af21-a60fac1c7b2d,https://www.nli.org.il/ar/newspapers/falastin/1932/08/23/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2588,La Palestine Newspaper,,8/24/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/08/24/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,64398581-2305-4f9c-9f5a-d76d399a7f0d,https://www.nli.org.il/ar/newspapers/falastin/1932/08/24/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2589,La Palestine Newspaper,,8/25/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/08/25/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,3c35aa76-b4a3-4ab5-b0b3-7fefa8060e52,https://www.nli.org.il/ar/newspapers/falastin/1932/08/25/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2590,La Palestine Newspaper,,8/26/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/08/26/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,337b03d6-4438-48dc-923d-ece8033f040a,https://www.nli.org.il/ar/newspapers/falastin/1932/08/26/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2591,La Palestine Newspaper,,8/27/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/08/27/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,dcb2b784-85b6-47f5-9de9-3f71b6abcc0a,https://www.nli.org.il/ar/newspapers/falastin/1932/08/27/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2592,La Palestine Newspaper,,8/28/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/08/28/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,24c190b3-6c63-4cfa-9971-ba5de5ac55c2,https://www.nli.org.il/ar/newspapers/falastin/1932/08/28/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2593,La Palestine Newspaper,,8/30/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/08/30/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,c74d0706-5b37-4cfc-82fb-60cc3296fa5a,https://www.nli.org.il/ar/newspapers/falastin/1932/08/30/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2594,La Palestine Newspaper,,8/31/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/08/31/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,2c97d6c6-18ca-4b80-9db0-6bd5a83e653e,https://www.nli.org.il/ar/newspapers/falastin/1932/08/31/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2595,La Palestine Newspaper,,9/1/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/?a=d&d=falastin19320901-01.1.1&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,46d3e19a-8cdd-4f8d-9da2-69b6ed8b90af,https://www.nli.org.il/ar/newspapers/?a=d&d=falastin19320901-01.1.1&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2596,La Palestine Newspaper,,9/2/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/02/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,872d6aee-7d69-4515-a170-58f5aeddfb42,https://www.nli.org.il/ar/newspapers/falastin/1932/09/02/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2597,La Palestine Newspaper,,9/3/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/03/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,0581cddb-69d6-4996-8f04-ae89b87c87d2,https://www.nli.org.il/ar/newspapers/falastin/1932/09/03/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2598,La Palestine Newspaper,,9/4/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/04/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,b6d4cb47-0476-4b17-991c-9755df74647e,https://www.nli.org.il/ar/newspapers/falastin/1932/09/04/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2599,La Palestine Newspaper,,9/6/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/06/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,785cbbd0-e6ae-4779-9385-040eaeee8288,https://www.nli.org.il/ar/newspapers/falastin/1932/09/06/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2600,La Palestine Newspaper,,9/7/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/07/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,186bc05a-bd54-4175-a849-71a6020543f5,https://www.nli.org.il/ar/newspapers/falastin/1932/09/07/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2601,La Palestine Newspaper,,9/8/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/?a=d&d=falastin19320908-01.1.1&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,423ebf61-841e-4832-be02-40fef46ffe6d,https://www.nli.org.il/ar/newspapers/?a=d&d=falastin19320908-01.1.1&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2602,La Palestine Newspaper,,9/9/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/09/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,0570dc68-f578-46a6-a84b-d128291ec660,https://www.nli.org.il/ar/newspapers/falastin/1932/09/09/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2603,La Palestine Newspaper,,9/10/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/10/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,99336685-7fac-4cdc-944b-aaca8140d693,https://www.nli.org.il/ar/newspapers/falastin/1932/09/10/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2604,La Palestine Newspaper,,9/11/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/11/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,9e63b5dd-0d8f-4b09-9afd-0d29be4dfc00,https://www.nli.org.il/ar/newspapers/falastin/1932/09/11/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2605,La Palestine Newspaper,,9/13/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/13/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,c6054e43-543b-47f4-834e-52f6ca27088c,https://www.nli.org.il/ar/newspapers/falastin/1932/09/13/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2606,La Palestine Newspaper,,9/14/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/14/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,3738f058-d823-41fc-9fac-3fc1f74d73fe,https://www.nli.org.il/ar/newspapers/falastin/1932/09/14/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2607,La Palestine Newspaper,,9/15/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/15/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,e4acb2fa-1d53-4498-ad95-4d1299706d5c,https://www.nli.org.il/ar/newspapers/falastin/1932/09/15/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2608,La Palestine Newspaper,,9/16/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/16/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,22194e37-60bb-403e-8b4c-0d3bae447d87,https://www.nli.org.il/ar/newspapers/falastin/1932/09/16/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1932 P2609,La Palestine Newspaper,,9/17/1932 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1932/09/17/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,6aaa1c59-b080-4ad2-871b-ca6b35a08c4e,https://www.nli.org.il/ar/newspapers/falastin/1932/09/17/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
