record_id,title,author,date,subject,lcsh,resource_type,data_sources,language,origin,link,summary,download,format,objectid,filename
YA1943 R2,"""A Report of Failure and a Call to Action"", 1943 October 6",,10/6/1943 0:00,report,Reports; Reports and Memoirs; Reports and Studies; Reports and Working Papers,text,Archive,English,Yale Archive ,https://archives.yale.edu/repositories/12/archival_objects/1986005,,no,record,154d19c6-e285-4f58-ae2e-47ee4000c6d8,https://archives.yale.edu/repositories/12/archival_objects/1986005
BQL1920-1921 R3,P 290/1921 Recruitment in Palestine of proposed Spanish Legion for service in Morocco.,,1920-1921,Palestine; service,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; service,text,Archive,English,British Qatar Library 1900-1930,"https://searcharchives-beta.bl.uk/primo-explore/fulldisplay?docid=IAMS041-000553309&context=L&vid=BLNUI&lang=en_US&search_scope=LSCOP_BL&adaptor=Local%20Search%20Engine&tab=local&query=any,contains,Palestine&facet=searchcreationdate,include,1900%7C,%7C1930&offset=240",Physical Access Only ,no,record,e1c03243-f994-4884-887c-e754553c49e6,"https://searcharchives-beta.bl.uk/primo-explore/fulldisplay?docid=IAMS041-000553309&context=L&vid=BLNUI&lang=en_US&search_scope=LSCOP_BL&adaptor=Local%20Search%20Engine&tab=local&query=any,contains,Palestine&facet=searchcreationdate,include,1900%7C,%7C1930&offset=240"
BQL1920 R4,"P 8022/1920 Request by French General Staff with the Egyptian Expeditionary Force for handbooks on Syria, Palestine, Mesopotamia and Arabia.",,1920,forces; Palestine,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; police forces; police; military,text,Archive,English,British Qatar Library 1900-1930,"https://searcharchives-beta.bl.uk/primo-explore/fulldisplay?docid=IAMS041-000552646&context=L&vid=BLNUI&lang=en_US&search_scope=LSCOP_BL&adaptor=Local%20Search%20Engine&tab=local&query=any,contains,Palestine&facet=searchcreationdate,include,1900%7C,%7C1930&offset=290",Physical Access Only ,no,record,824843a3-ce41-4cd3-80e2-80450e214ea0,"https://searcharchives-beta.bl.uk/primo-explore/fulldisplay?docid=IAMS041-000552646&context=L&vid=BLNUI&lang=en_US&search_scope=LSCOP_BL&adaptor=Local%20Search%20Engine&tab=local&query=any,contains,Palestine&facet=searchcreationdate,include,1900%7C,%7C1930&offset=290"
BNAG1925 R5,"Folios 12-13: The refusal of students of the Mens' Training College, Jerusalem, to attend classes...Held by:  The National Archives, Kew - Colonial Office, Commonwealth and Foreign and Commonwealth Offices CO 733/91/3 24 March 1925",,3/1/1925 0:00,"strike; students; education; Kerusalem, Balfour (Lord); Samuel, Herbert (Commissioner); college",Education; ___ Education; Teaching; Students; Schools; School Facilities; Education--Palestine; strikes; ____ strikes; Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1930; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; Jerusalem post press; students; ___ students; education; dropouts; military cadets; students--1900-1930; students--1930-1950; students--israel; students--Palestine; college; colleges; universities and colleges; colleges and universities,text,Archive,English ,British National A. General,https://discovery.nationalarchives.gov.uk/details/r/C17232414,"The refusal of students of the Mens' Training College, Jerusalem, to attend classes during a general strike during Lord Balfour's visit. Sent by Sir Herbert Samuel, High Commissioner, 23 March 1925.\",no,record,4395deb3-b4c8-4062-aa62-569e480d910c,https://discovery.nationalarchives.gov.uk/details/r/C17232414
TK1934 R6,The Revised Publication of Laws Ordinance,,1934,law; ordinance,Ordinances; Municipal Ordinances; City Ordinances; County Ordinances; Model Ordinances; law; legislation; ___ law; justice; courts; jurisdiction; law and society; law,text,Archive,Hebrew ,The Knesset,,No doc available ,no,record,d2891af7-5ff7-4b5e-b907-e3bbe82cf403,
TK1936  R7,The Russian Property Management (Amendment) Ordinance,,1936,property; amendment; ordinance,Ordinances; Municipal Ordinances; City Ordinances; County Ordinances; Model Ordinances; property; wealth; possession (law); ___ property; income; property--gaza strip; constitutional amendment; statutes and codes,text,Archive,Hebrew,The Knesset,https://fs.knesset.gov.il//0/law/0_lsr_563950.PDF,From the Mandatory Official Gazette-- In Hebrew,no,record,4ce3b897-cd28-4189-94be-04901f81c176,https://fs.knesset.gov.il//0/law/0_lsr_563950.PDF
TK1937 R8,The Revised Publication of Laws (Amendments) Ordinance,,1937,law; amendment; ordinance,Ordinances; Municipal Ordinances; City Ordinances; County Ordinances; Model Ordinances; law; legislation; ___ law; justice; courts; jurisdiction; law and society; law; constitutional amendment; statutes and codes,text,Archive,Hebrew,The Knesset,https://fs.knesset.gov.il//0/law/0_lsr_561094.PDF,From the Mandatory Official Gazette-- In Hebrew,no,record,905920f1-9f40-4421-b2cf-71e9b3d98050,https://fs.knesset.gov.il//0/law/0_lsr_561094.PDF
TK1938 R9,The Russian Property Management (Amendment) Ordinance,,1938,property; amendment; ordinance,Ordinances; Municipal Ordinances; City Ordinances; County Ordinances; Model Ordinances; property; wealth; possession (law); ___ property; income; property--gaza strip; constitutional amendment; statutes and codes,text,Archive,Hebrew,The Knesset,https://fs.knesset.gov.il//0/law/0_lsr_561325.PDF,From the Mandatory Official Gazette-- In Hebrew,no,record,d436c629-d31b-4026-b7c4-c424a3536ef7,https://fs.knesset.gov.il//0/law/0_lsr_561325.PDF
TK1939 R10,The Railways (Amendment) Ordinance,,1939,railway; amendment; ordinance,Ordinances; Municipal Ordinances; City Ordinances; County Ordinances; Model Ordinances; railways; railroads; ___ railroads; railroads rails; rails; constitutional amendment; statutes and codes,text,Archive,Hebrew,The Knesset,https://fs.knesset.gov.il//0/law/0_lsr_561390.PDF,From the Mandatory Official Gazette-- In Hebrew,no,record,da92a276-6abe-49b7-bbd6-4d63ba7ca947,https://fs.knesset.gov.il//0/law/0_lsr_561390.PDF
TK1939 R11,The Road Teachers Ordinance (Amendment),,1939,road; teacher; ordinance; amendment,Ordinances; Municipal Ordinances; City Ordinances; County Ordinances; Model Ordinances; roads; ____ roads; trails; pavement; streets; rural roads; post roads; teachers; ____ teachers; teachers and community; teachers--Arab countries; constitutional amendment; statutes and codes,text,Archive,Hebrew,The Knesset,https://fs.knesset.gov.il//0/law/0_lsr_561529.PDF,From the Mandatory Official Gazette-- In Hebrew,no,record,b439be13-6e58-47f4-86f9-f36f0530e6a4,https://fs.knesset.gov.il//0/law/0_lsr_561529.PDF
TK1941 R12,The Rent Restrictions (Business Houses) Ordinance,,1941,rent; business; ordinance,Ordinances; Municipal Ordinances; City Ordinances; County Ordinances; Model Ordinances; rent; ____ rent; landlord and tenant; rental housing; business,text,Archive,Hebrew,The Knesset,https://fs.knesset.gov.il/0/law/0_lsr_561689.PDF,From the Mandatory Official Gazette-- In Hebrew,no,record,4f37a215-7964-4e34-af45-e2aad8f5940c,https://fs.knesset.gov.il/0/law/0_lsr_561689.PDF
TK1943 R13,The Rent Restrictions (Business Houses) (Amendment) Ordinance,,1943,rent; business; house; amendment; ordinance,Ordinances; Municipal Ordinances; City Ordinances; County Ordinances; Model Ordinances; rent; ____ rent; landlord and tenant; rental housing; business; constitutional amendment; statutes and codes,text,Archive,Hebrew,The Knesset,https://fs.knesset.gov.il//0/law/0_lsr_561943.PDF,From the Mandatory Official Gazette-- In Hebrew,no,record,7e55f6a4-3972-422c-ad72-cff588cc3dce,https://fs.knesset.gov.il//0/law/0_lsr_561943.PDF
TK1946 R14,The Release on Bail (Amendment) Ordinance,,1946,amendment; ordinance; bail,Ordinances; Municipal Ordinances; City Ordinances; County Ordinances; Model Ordinances; constitutional amendment; statutes and codes; bail; bail--israel,text,Archive,Hebrew,The Knesset,https://fs.knesset.gov.il/0/law/0_lsr_562373.PDF,From the Mandatory Official Gazette-- In Hebrew,no,record,60a1677b-16e1-4c91-8247-ec5435a0b8ee,https://fs.knesset.gov.il/0/law/0_lsr_562373.PDF
TK1946 R15,The Registrations (Amendment) Ordinance,,1946,amendment; ordinance,Ordinances; Municipal Ordinances; City Ordinances; County Ordinances; Model Ordinances; constitutional amendment; statutes and codes,text,Archive,Hebrew,The Knesset,https://fs.knesset.gov.il//0/law/0_lsr_562419.PDF,From the Mandatory Official Gazette-- In Hebrew,no,record,736a08e8-1266-4664-8c8f-a629e3b68591,https://fs.knesset.gov.il//0/law/0_lsr_562419.PDF
YA R16,"""The Right of Stateless and Palestinian Jews to Nationhood"", Undated",,No Date,Jew; Palestine,,text,Archive,English ,Yale Archive,https://archives.yale.edu/repositories/12/archival_objects/1985930,This material has been microfilmed. Patrons must use HM 53 instead of the originals.,no,record,e4d467b4-8309-4b8c-89f9-fe8e513e76f6,https://archives.yale.edu/repositories/12/archival_objects/1985930
BNAG1926 R17,"Folios 563-567: Registration of births of children of Palestinians resident abroad: request for information from...Held by:  The National Archives, Kew - Colonial Office, Commonwealth and Foreign and Commonwealth Offices CO 733/121/45 20 December 1926",,12/20/1926 0:00,registration; children; Palestine; commonwealth; foreign,_____ Children; Children; Children and Genocide--Middle East; Children--Palestine; foreign affairs; international relations; foreign affairs; council; recording and registration; registration; draft registration; registration for military service; registration of ____; commonwealth; palestinians; palestinian Arabs,text,Archive,English,British National A. General,https://discovery.nationalarchives.gov.uk/details/r/C17325250,"
Folios 563-567: Registration of births of children of Palestinians resident abroad: request for information from Mexico City. Sent from Foreign Office, 17 December 1926",no,record,943e7c2c-94dd-43c5-83c8-a46b1fac55d4,https://discovery.nationalarchives.gov.uk/details/r/C17325250
BNAG1921 R18,Folios 337-340: Report of Commission of Enquiry into Jaffa Riots: copy of terms of reference....,,9/5/1921 0:00,"report; Jaffa; riot; Deedes, Wyndham (Commissioner)",Reports; Reports and Memoirs; Reports and Studies; Reports and Working Papers; riot; ___ riot; demonstration; mobs; street fighting (military science); crowds; riot--Palestine; jaffa; jaffa (Tel Aviv; israel),text,Archive,English,British National A. General,https://discovery.nationalarchives.gov.uk/details/r/C16798961,"
Folios 337-340: Report of Commission of Enquiry into Jaffa Riots: copy of terms of reference. Sent by Sir Wyndham H Deedes for High Commissioner, 20 August 1921",no,record,7e4c94e6-19be-4011-9646-d80a1691d62b,https://discovery.nationalarchives.gov.uk/details/r/C16798961
BNAG1921 R19,Folios 388-394: Report of Commission of Enquiry into Jaffa Riots: observations on certain passages. Sent...,,9/6/1921 0:00,"report; Jaffa; riot; Samuel, Herbert (Commissioner)",Reports; Reports and Memoirs; Reports and Studies; Reports and Working Papers; riot; ___ riot; demonstration; mobs; street fighting (military science); crowds; riot--Palestine; jaffa; jaffa (Tel Aviv; israel),text,Archive,English,British National A. General,https://discovery.nationalarchives.gov.uk/details/r/C16798969,"
Folios 388-394: Report of Commission of Enquiry into Jaffa Riots: observations on certain passages. Sent by High Commissioner Sir Herbert Samuel, 25 August 1921",no,record,d37d04d4-39c1-4404-92c2-1ae9ff931e39,https://discovery.nationalarchives.gov.uk/details/r/C16798969
BNAG1921 R20,Folios 180-310: Report of Commission of Enquiry in to the Jaffa riot: and proposal to...,,8/30/1921 0:00,"report; Jaffa; riot; proposal; publishing; Deedes, Wyndham (Commissioner)",Reports; Reports and Memoirs; Reports and Studies; Reports and Working Papers; riot; ___ riot; demonstration; mobs; street fighting (military science); crowds; riot--Palestine; proposal writing for grant; grantwriting; proposal writing in business; letters of contracts; book proposals; publishing; printing; ____ printing; printing industry; jaffa; jaffa (Tel Aviv; israel),text,Archive,English,British National A. General,https://discovery.nationalarchives.gov.uk/details/r/C16798959,"
Folios 180-310: Report of Commission of Enquiry in to the Jaffa riot: and proposal to publish locally in Arabic and Hebrew; includes a plan of Jaffa, from Survey of Egypt, 1918. Sent by Sir Wyndham H Deedes for High Commissioner, 16 August 1921",no,record,e7d99527-2460-40b2-8484-5c5f0fe4c43d,https://discovery.nationalarchives.gov.uk/details/r/C16798959
BNAG1922 R21,Folios 4-17: Riot (Damages) Act 1886: role of the High Commissioner in dealing with compensation...,,3/7/1922 0:00,riot; compensation; Jaffa,Riots; _____ Riots; Demonstrations; Mobs; Street Fighting (military Science); Crowds; Riots--Palestine; wages; compensation; jaffa; jaffa (Tel Aviv; israel),text,Archive,English,British National A. General,https://discovery.nationalarchives.gov.uk/details/r/C16978222,"
Folios 4-17: Riot (Damages) Act 1886: role of the High Commissioner in dealing with compensation for losses incurred during the Jaffa riot. Sent by Home Office, 7 March 1922",no,record,32a322b6-ab1b-424c-8be5-eff81cc92afb,https://discovery.nationalarchives.gov.uk/details/r/C16978222
BNAG1921 R22,Folios 66-76: Report of Commission of Enquiry in to Jaffa riot: the publication of the...,,9/12/1921 0:00,"report; Jaffa; riot; publication; Tulkeram, Samuel; Samuel, Herbert (Commissioner)",Reports; Reports and Memoirs; Reports and Studies; Reports and Working Papers; riot; ___ riot; demonstration; mobs; street fighting (military science); crowds; riot--Palestine; publication; publications; jaffa; jaffa (Tel Aviv; israel); tulkarm; tul kerem,text,Archive,English,British National A. General,https://discovery.nationalarchives.gov.uk/details/r/C16798989,"
Folios 66-76: Report of Commission of Enquiry in to Jaffa riot: the publication of the interim and final reports, and the action in Tulkeram sub-district [enclosure missing]. Sent by High Commissioner Sir Herbert Samuel, 9 September 1921",no,record,9d20e422-78fb-462c-a4b3-f7260f7c9840,https://discovery.nationalarchives.gov.uk/details/r/C16798989
BNAG1922 R23,"Folios 59-68: Report on the use of non-lethal gas by American authorities for quelling riot,...",,2/17/1922 0:00,report; gas; riot; authority; publication; mobs; war; war,Reports; Reports and Memoirs; Reports and Studies; Reports and Working Papers; gasoline; gas; riot; ____ riot; demonstrations; mobs; street fighting (military science); crowds; riot--Palestine; publications; publication; mobs; war; military policy; battles; war and society; authorities legal; legal authorities; authoritiy; warfare; warfare--1920-1930; warfare--1940-1950; warfare and hisotry; warfare and weapons; warfare in history; warfare in the 20th century; ,text,Archive,English,British National A. General,https://discovery.nationalarchives.gov.uk/details/r/C17048819,"
Folios 59-68: Report on the use of non-lethal gas by American authorities for quelling riot, with a publication on the control of mobs by chemical warfare. Sent by War Office, 17 February 1922",no,record,0f996266-214f-41ef-bd2a-c17d4ab7bd8d,https://discovery.nationalarchives.gov.uk/details/r/C17048819
BNAG1923 R24,Folios 323-336: Riot among Jews at Tel-Aviv: report on the labour dispute. Sent by acting...,,8/1/1923 0:00,"riot; Jew; Tel Aviv; report; labor; Clayton, Gilbert F. (Commissioner)",Riots; _____ Riots; Demonstrations; Mobs; Street Fighting (military Science); Crowds; Riots--Palestine; reports; reports and memoirs; reports and studies; reports and working papers; jews; judaism; orthodox jews; israelis; jerish-Arab relations; jews & muslims; jews--1910-1940; jews--1940-1950; jews--Palestine; jews--Palestine--1910-1930; jews--Palestine--1930-1950; jews--Palestine--20th century; jews--Palestine--history; jews--Palestine--history--20th century; Tel Aviv; Tel Aviv (Palestine); Tel Aviv (israel); labour; labour law,text,Archive,English,British National A. General,https://discovery.nationalarchives.gov.uk/details/r/C17070610,"Folios 323-336: Riot among Jews at Tel-Aviv: report on the labour dispute. Sent by acting High Commissioner Sir Gilbert F Clayton, 20 July 1923",no,record,990f72a7-46fa-4ac9-a65f-cd7391a08c73,https://discovery.nationalarchives.gov.uk/details/r/C17070610
BNAG1927 R25,Folios 375-377: Report about the status of Mr Bentwich: reference to his connection with the...,,6/27/1921 0:00,"report; Bentwich, Norman; Jaffa; riot; Deedes, Wyndham (Commissioner)",Reports; Reports and Memoirs; Reports and Studies; Reports and Working Papers; riot; ___ riot; demonstration; mobs; street fighting (military science); crowds; riot--Palestine; jaffa; jaffa (Tel Aviv; israel),text,Archive,English,British National A. General,https://discovery.nationalarchives.gov.uk/details/r/C16855548,"
Folios 375-377: Report about the status of Mr Bentwich: reference to his connection with the enquiry into the Jaffa riot. Sent by Sir Wyndham H Deedes, 15 June 1921",no,record,caa61dca-e326-4f41-ae4e-928884f56e1d,https://discovery.nationalarchives.gov.uk/details/r/C16855548
BNAG1922 R26,"Folios 475-482: Rules for the execution of foreign judgements: copy of rules, and the requirements...",,1/2/1922 0:00,"rule; execution; foreign; Palestine; Samuel, Herbert (Commissioner)",Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; foreign affairs; international relations; foreign affairs council; rules; rules and practice; rules for ___,text,Archive,English,British National A. General,https://discovery.nationalarchives.gov.uk/details/r/C16801930,"
Folios 475-482: Rules for the execution of foreign judgements: copy of rules, and the requirements of Section 14 of the English Act, and Act II of the Act of Palestine. Sent by High Commissioner Sir Herbert Samuel, 20 December 1921",no,record,3e6612b4-44fd-4470-8e87-d4512d40417b,https://discovery.nationalarchives.gov.uk/details/r/C16801930
BNAG1936 R27,"Rules made under the Religious Communities Organisation Ordinance, 1926",,Mar-Dec 1936,rule; religion; community; organization; ordinance,Ordinances; Municipal Ordinances; City Ordinances; County Ordinances; Model Ordinances; ____ community; ___ communities; neighborhoods; rules; rules and practice; rules for ____; organization; religious,text,Archive,English,British National A. General,https://discovery.nationalarchives.gov.uk/details/r/C823647,"Rules made under the Religious Communities Organisation Ordinance, 1926",no,record,2f8659ea-6637-46e2-899c-fb1ea6ad0cbf,https://discovery.nationalarchives.gov.uk/details/r/C823647
BNAG1924 R28,Folios 430-437: The Rule of Court in the proof of foreign documents in Palestine and...,,4/7/1924 0:00,"rule; foreign; document; Palestine; colony; Samuel, Herbert (Commissioner)",Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; rules; rules and practice; rules for ____; document; archives; legal documents; foreign affairs; international relations; foreign affairs council; rules; rules and practice; rules for ____; colonies; mandates; colonization; land settlement; agriculture colonies; colonies--administration; military,text,Archive,English,British National A. General,https://discovery.nationalarchives.gov.uk/details/r/C17148951,"
Folios 430-437: The Rule of Court in the proof of foreign documents in Palestine and other British colonies. Sent by High Commissioner Sir Herbert Samuel, 24 March 1924",no,record,82790497-e9de-4a6d-b773-ca7e54208b6f,https://discovery.nationalarchives.gov.uk/details/r/C17148951
BNAG1921 R29,Folios 387-391: Representation at the British Empire Exhibition: urges reconsideration of Foreign Office ruling on...,,12/9/1921 0:00,"representation; exhibition; foreign; Palestine; Samuel, Herbert (Commissioner)",Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; foreign affairs; international relations; foreign affairs council; representation; representative government and representation; representation and mind,text,Archive,English,British National A. General,https://discovery.nationalarchives.gov.uk/details/r/C16799089,"
Folios 387-391: Representation at the British Empire Exhibition: urges reconsideration of Foreign Office ruling on the attendance of Palestine. Sent by High Commissioner Sir Herbert Samuel, 21 November 1921",no,record,4edd700f-57c0-405a-9e29-4113b045b37c,https://discovery.nationalarchives.gov.uk/details/r/C16799089
BNAG1922 R30,Folios 238-274: Rules of Court and jurisdiction in matters of personal status: comments and explanatory...,,12/27/1922 0:00,"rule; jurisdiction; note; Samuel, Herbert (Commissioner)",Notes; Notes (Cataloging); jurisdiction; courts; judgements; rules; rules and practice; rules for _____; jurisdiction; courts; judgements,text,Archive,English,British National A. General,https://discovery.nationalarchives.gov.uk/details/r/C16950495,"Folios 238-274: Rules of Court and jurisdiction in matters of personal status: comments and explanatory note. Sent by High Commissioner Sir Herbert Samuel, 15 December 1922",no,record,579becdb-db1c-4bfe-9a95-e8e4340e1f7f,https://discovery.nationalarchives.gov.uk/details/r/C16950495
BNAG1921 R31,Folios 505-509: Registration of births of British subjects: requests instructions; includes rules for registration in...,,8/4/1921 0:00,"registration; rule; Palestine; Samuel, Herbert (Commissioner)",Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; rules; rules and practice; rules for ____; recording and registration; registration; draft registration; registration for military service; registration of ____,text,Archive,English,British National A. General,https://discovery.nationalarchives.gov.uk/details/r/C16740891,"
Folios 505-509: Registration of births of British subjects: requests instructions; includes rules for registration in Palestine. From High Commissioner Sir Herbert Samuel, 23 July 1921",no,record,85ad08a0-372b-442c-bdc0-ba295b37fcdc,https://discovery.nationalarchives.gov.uk/details/r/C16740891
BNAG1924 R32,Folios 359-369: Ruling on separation allowances following the case of Constable W Stokes. Sent by...,,1/18/1924 0:00,"Constable W Stokes; Samuel, Herbert (Commissioner)",,text,Archive,English,British National A. General,https://discovery.nationalarchives.gov.uk/details/r/C17147886,"Folios 359-369: Ruling on separation allowances following the case of Constable W Stokes. Sent by High Commissioner Sir Herbert Samuel, 18 January 1924",no,record,ff778e85-9592-47df-bc63-594e4853f561,https://discovery.nationalarchives.gov.uk/details/r/C17147886
BNAG1921 R33,Folios 559-564 [End]: Rabbi N Friedman; legal position as regards British protection; with despatch from...,,9/1/1921 0:00,"Friedman, Rabbi Manis; protection; foreign",Foreign Affairs; International Relations; Foreign Affairs Council; protection,text,Archive,English,British National A. General,https://discovery.nationalarchives.gov.uk/details/r/C16819871,"
Folios 559-564 [End]: Rabbi N Friedman; legal position as regards British protection; with despatch from Bucharest reporting his case and requesting a ruling that would cover similar cases. Sent by Foreign Office, 30 August 1921",no,record,10cfe226-0f3c-44e5-aecc-04812c5b62ee,https://discovery.nationalarchives.gov.uk/details/r/C16819871
BNAG1921 R34,Folios 511-532: Relations between the Chief Justice and Legal Secretary: private letter to Mr Risley...,,7/20/2921 0:00,"relation; letter;  Risley; Palestine; law; Haycraft, Thomas",Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; law; legislation; ____ law; justice; courts; jurisdiction; law and society; law; letters; letter writing; _____ letters; relation; relations,text,Archive,English,British National A. General,https://discovery.nationalarchives.gov.uk/details/r/C16855560,"
Folios 511-532: Relations between the Chief Justice and Legal Secretary: private letter to Mr Risley objecting to the system in Palestine by which the Legal Secretary has control over the Law Court and its rules. Sent by Sir Thomas Haycraft, 5 July 1921",no,record,41fc0508-6936-43a4-83de-8ea916329b39,https://discovery.nationalarchives.gov.uk/details/r/C16855560
BQL1923-1929 R35,Relations between Nejd and Transjordania (political status of Jauf,,1923-1929,relation; telegram; memoranda; correspondence; politics; residence; foreign; Jerusalem,Foreign Affairs; International Relations; Foreign Affairs Council; correspondence; letters; letter writing; letter; telegrams; telegraph; telegrams--1900-1910; telegrams--1910-1920; telegrams--1920-1930; telegrams--1940-1950; telegraph; telegraph--1900-1910; telegraph--1930-1950; telegraph--1940-1950; telegraph--history; telegraph--history--19th century; politics; political science; politics and culture; politics & government; residences; housing; dwellings; architecture; Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1930; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; Jerusalem post press; relation; relations,text,Archive,English; Arabic,British Qatar Library 1900-1930,https://www.qdl.qa/en/archive/81055/vdc_100000000193.0x000218,"
The volume consists of letters (in English and Arabic), telegrams, and memoranda relating to relations between Ibn Sa'ud, the Hejaz, and Trans-Jordan. The majority of the correspondence is between the Political Residency in Bushire, the Political Agency in Bahrain, the Political Agency in Kuwait, the High Commissioner in Baghdad, the Colonial and Foreign Offices, both in London, the High Commissioner in Jerusalem, the British Agency in Jeddah, the Chief British Representative in Amman, the Government of India, and Ibn Sa'ud.",yes,record,b5416d76-5d89-4c26-b169-2c05653bd546,https://www.qdl.qa/en/archive/81055/vdc_100000000193.0x000218
BQL1929-1930 R36,Relations between Nejd and Iraq (Akhwan Rebellion,,1929-1930,relation; letter; telegram; memoranda; report; correspondence; Palestine; politics; agent,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; foreign affairs; international relations; foreign affairs council; correspondence; letters; letter writing; letter; reports; reports and memoirs; reports and studies; reports and working papers; agents of ____; politics; political science; politics and culture; politics & government; telegrams; telegraph; telegrams--1900-1910; telegrams--1910-1920; telegrams--1920-1930; telegrams--1940-1950; telegraph; telegraph--1900-1910; telegraph--1930-1950; telegraph--1940-1950; telegraph--law and legislation; telegraph--history; telegraph--history--19th century,text,Archive,English; Arabic,British Qatar Library 1900-1930,https://www.qdl.qa/en/archive/81055/vdc_100000000193.0x000234,"The volume contains letters, telegrams, memoranda, and reports pertaining to relations between Najd and Iraq. The correspondence is between Harold Dickson, Political Agent in Kuwait, Hugh Biscoe, Political Resident in Bushire, Lord Passfield, Secretary of State for the Colonies in London, William Bond, Charge d'Affaires in Jeddah, Francis Humphrys, High Commissioner in Iraq, John Chancellor, High Commissioner in Palestine, Robert Brooke-Popham, Air Officer Commanding in Iraq, Arthur Henderson, Secretary of State for Foreign Affairs in London, the Government of India, Sheikh Ahmed al-Jabar al-Sabah, Sheikh of Kuwait, Ibn Sa'ud, King of Najd and the Hejaz, and Charles Prior, the Political Agent in Bahrain.",yes,record,e238480f-fb95-462d-a236-16a54da379c7,https://www.qdl.qa/en/archive/81055/vdc_100000000193.0x000234
